btract,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea
1158.01,831004.0,4519663.0,587008.0,3858609.0,11474.0,110650.0,38395.0,0.0,0.0,332838.0
1158.02,335541.75,2222690.0,558041.0,1664649.0,23033.0,60551.0,92332.0,509.0,0.0,381616.0
1159.0,1540419.0,7869163.0,790749.0,6831034.0,154363.0,279183.0,250860.0,15904.0,0.0,90439.0
116.0,1618723.0,5092829.0,1912227.0,2916866.0,358405.0,676740.0,67409.0,196688.0,22119.0,589009.0
1160.01,829152.0,4980719.0,905432.0,4008835.0,82975.0,83859.0,29790.0,0.0,0.0,701902.0
1160.02,330980.0,2136526.0,196307.0,1700219.0,49292.0,43995.0,0.0,0.0,0.0,103020.0
1161.0,1142746.0,4994639.0,617327.0,4340830.0,20378.0,121104.0,0.0,2951.0,0.0,472894.0
1162.0,3097963.56,5200507.0,838295.0,4362212.0,0.0,59721.0,195105.0,257400.0,0.0,326069.0
1163.0,889470.0,6750356.0,1013808.0,4961500.0,113324.0,304358.0,130563.0,1293.0,0.0,464270.0
1164.0,933852.0,2937062.0,516753.0,2420309.0,25830.0,126539.0,97310.0,36416.0,19160.0,211498.0
1165.0,1559125.0,6264765.0,1468390.0,4609527.0,65040.0,152841.0,128584.0,2144.0,0.0,1092397.0
1166.0,1131865.0,3255379.0,750275.0,2504429.0,31207.0,198019.0,194106.0,2014.0,0.0,324929.0
1167.0,3522316.0,5807373.0,630193.0,5004124.0,73944.0,268684.0,128515.0,0.0,6846.0,152204.0
1168.0,1438506.0,7065536.0,4981700.0,2083836.0,981744.0,19750.0,259522.0,0.0,0.0,3298684.0
1169.0,1305768.0,6076485.0,1062753.0,4965977.0,75660.0,185138.0,79318.0,92052.0,0.0,627351.0
1170.0,1368594.0,3940822.0,756172.0,3082439.0,78731.0,260318.0,10633.0,4180.0,14790.0,387273.0
1171.0,1001729.0,6973255.0,556074.0,6133045.0,76917.0,176861.0,30741.0,2243.0,0.0,269312.0
1172.0,1149620.0,3571192.0,1159093.0,2403043.0,415211.0,274993.0,64553.0,28050.0,3800.0,366366.0
1173.0,1286507.0,6385474.0,623471.0,5668215.0,67488.0,97408.0,72043.0,0.0,0.0,376276.0
1174.01,668018.0,2597730.0,611212.0,1982374.0,12854.0,27969.0,51320.0,3694.0,0.0,512924.0
1174.02,298903.0,1216788.0,127471.0,1051747.0,1123.0,37301.0,63039.0,540.0,0.0,25468.0
1175.0,1128248.0,8738879.0,771849.0,7589712.0,9753.0,242872.0,140128.0,670.0,0.0,378426.0
1177.0,1334844.0,7152306.0,1032991.0,6018815.0,52395.0,99196.0,194939.0,4730.0,0.0,681731.0
1178.0,1991914.0,3546867.0,2069185.0,1441237.0,34781.0,600437.0,621279.0,7275.0,18310.0,781831.0
1179.0,876859.0,6048786.0,331273.0,5177474.0,15127.0,180161.0,0.0,853.0,0.0,121947.0
118.0,1413339.0,5103362.0,2264528.0,2527540.0,338212.0,816929.0,150343.0,79296.0,17030.0,824984.0
1180.0,1578694.25,3245161.0,604064.0,2640332.0,20633.0,129926.0,21545.0,2250.0,13024.0,402536.0
1181.0,961007.0,6365685.0,623780.0,5793765.0,105380.0,151086.0,205649.0,0.0,0.0,151940.0
1182.0,1230765.0,3428204.0,791992.0,2617332.0,124351.0,271140.0,2475.0,33700.0,0.0,360326.0
1183.0,2506375.0,5836976.0,971287.0,4381310.0,21161.0,286778.0,87471.0,8505.0,0.0,472534.0
1184.0,1245594.0,3508836.0,389179.0,3119657.0,52078.0,161997.0,0.0,7070.0,0.0,168034.0
1185.0,1063873.0,4386839.0,1455274.0,2931565.0,12001.0,284447.0,17836.0,12978.0,0.0,1088732.0
1186.0,928204.0,1591740.0,363012.0,1228728.0,147368.0,21502.0,11658.0,0.0,0.0,182484.0
1187.0,2813590.0,5897462.0,401142.0,5318869.0,17232.0,164809.0,107675.0,0.0,0.0,111426.0
1188.0,1003839.0,2979462.0,684031.0,2280070.0,64052.0,269860.0,14934.0,24453.0,29171.0,277096.0
1189.0,2038503.0,5070705.0,664406.0,4277439.0,24764.0,70472.0,31864.0,0.0,0.0,529878.0
1190.0,770983.0,2345090.0,557207.0,1769992.0,15880.0,161664.0,99944.0,4750.0,0.0,274969.0
1191.0,1951912.0,5685134.0,382970.0,5101975.0,36380.0,196744.0,0.0,7628.0,0.0,137880.0
1192.0,1165701.0,1310716.0,323566.0,981338.0,0.0,18982.0,1340.0,2500.0,2400.0,298344.0
1193.0,1204800.4325,4449083.0,831828.0,3582126.0,270975.0,123767.0,128690.0,115088.0,5021.0,188287.0
1194.0,1286512.0,3613356.0,1312135.0,2285984.0,259484.0,192569.0,66060.0,72179.0,83030.0,638813.0
1195.0,3785372.0,4910058.0,654079.0,4203370.0,20969.0,153448.0,19550.0,8522.0,0.0,381737.0
1196.0,1122991.8,3846927.0,2017131.0,1818052.0,550163.0,504787.0,57340.0,128921.0,122890.0,653030.0
1197.01,2026975.0,14856762.0,14133835.0,722927.0,0.0,0.0,38600.0,0.0,0.0,14095235.0
1197.02,342110.0,1147427.0,39765.0,1095607.0,0.0,35283.0,0.0,402.0,0.0,4080.0
1198.0,1705242.0,2461248.0,1157520.0,1297919.0,152527.0,100634.0,38753.0,36636.0,0.0,828970.0
1199.0,969830.0,5804452.0,996876.0,4213289.0,180528.0,168949.0,50119.0,4234.0,0.0,593046.0
12.01,1485894.0,1592632.0,692133.0,900498.0,1700.0,17118.0,0.0,0.0,0.0,673315.0
12.02,2609443.0,3747143.0,645500.0,2717079.0,33685.0,54640.0,154980.0,1500.0,0.0,397802.0
120.0,757287.0,1797649.0,139000.0,1658649.0,0.0,0.0,0.0,0.0,0.0,139000.0
1200.0,848720.0,2607894.0,1027406.0,1491417.0,370564.0,294158.0,13388.0,20541.0,0.0,326171.0
1201.01,399787.0,2505270.0,1841114.0,664156.0,498457.0,10000.0,0.0,0.0,0.0,1332657.0
1201.02,525542.0,2007839.0,111539.0,1883568.0,24451.0,39296.0,15924.0,0.0,0.0,31868.0
1203.0,1439937.0,4127486.0,3465420.0,662066.0,1387670.0,11820.0,40160.0,0.0,0.0,756047.0
1205.0,775667.0,4483546.0,2183613.0,2020426.0,660882.0,22930.0,15000.0,0.0,0.0,1484801.0
1206.0,977133.0,2385032.0,732772.0,1622360.0,55282.0,37586.0,26981.0,108294.0,1330.0,503299.0
1207.01,306206.0,1604707.0,189763.0,1339223.0,15427.0,41568.0,0.0,0.0,0.0,132768.0
1208.0,1075395.0,2720528.0,337772.0,2307977.0,7054.0,54302.0,16691.0,847.0,0.0,258878.0
1209.01,812596.0,1850686.0,445498.0,1399616.0,178403.0,87962.0,5361.0,0.0,0.0,173772.0
121.0,1735450.0,16870698.0,10788878.0,6123572.0,8617461.0,1258086.0,165444.0,189638.0,0.0,554764.0
1210.0,2388696.0,2579201.0,91680.0,2487521.0,9000.0,5760.0,76920.0,0.0,0.0,0.0
1211.0,1570377.0,5838796.0,1085185.0,4466591.0,8878.0,180484.0,272296.0,0.0,0.0,545347.0
1212.0,1370559.0,5548464.0,2901784.0,2373183.0,13986.0,102530.0,37608.0,2348.0,0.0,2745312.0
1213.03,1072158.0,2967223.0,857525.0,2102528.0,169472.0,39643.0,152162.0,166566.0,0.0,290363.0
1214.0,1109362.0,1889749.0,475593.0,1414156.0,0.0,24004.0,12456.0,141962.0,115350.0,181821.0
1215.0,464839.0,1798026.0,180055.0,1613712.0,10749.0,76468.0,54766.0,0.0,0.0,28339.0
1216.0,1084565.0,4238882.0,253095.0,3929697.0,24484.0,92844.0,3159.0,4617.0,0.0,127811.0
1217.03,1711348.0,3026138.0,2848138.0,0.0,2174138.0,0.0,0.0,0.0,0.0,674000.0
1218.0,1124794.0,3890547.0,784588.0,3051380.0,77474.0,222894.0,5119.0,1854.0,0.0,477247.0
1219.0,2400209.0,4147177.0,2085344.0,2061833.0,414514.0,211581.0,451696.0,167394.0,10194.0,571125.0
122.01,1298940.0,3385862.0,563963.0,2809853.0,13469.0,142234.0,11891.0,5843.0,5000.0,385526.0
122.02,347755.0,1300548.0,213624.0,1086043.0,44396.0,61774.0,6360.0,2970.0,0.0,97651.0
1220.0,1183246.0,3373164.0,515847.0,2754057.0,14932.0,122902.0,2576.0,0.0,0.0,373242.0
1221.02,1556827.0,1583592.0,390841.0,1139752.0,133817.0,47499.0,26542.0,0.0,0.0,182983.0
1222.0,1222377.0,4609782.0,2615237.0,1772083.0,928902.0,879938.0,214316.0,99229.0,14167.0,473300.0
1223.01,1225014.0,2698292.0,389152.0,2288550.0,118017.0,126136.0,833.0,32468.0,0.0,111698.0
1223.02,887792.0,2125692.0,462538.0,1663154.0,0.0,7672.0,57067.0,217567.0,3000.0,177232.0
1224.0,1439001.0,3568259.0,773179.0,2731632.0,27767.0,100868.0,8894.0,1460.0,0.0,632525.0
1225.0,999123.0,4108410.0,286750.0,3795773.0,13814.0,141142.0,12088.0,0.0,0.0,119706.0
1226.0,1039613.0,2686700.0,595885.0,1979333.0,29964.0,118199.0,60085.0,0.0,0.0,351463.0
1227.0,1010736.0,3028733.0,409980.0,2501171.0,13160.0,81099.0,45832.0,0.0,0.0,266709.0
1228.0,1227269.0,3398254.0,733486.0,2567110.0,35889.0,122995.0,0.0,0.0,0.0,573802.0
1229.0,1380647.0,3470215.0,313976.0,3086111.0,39548.0,217886.0,0.0,0.0,0.0,45417.0
